Class_X_Percentage,Class_XII_Percentage,Study_Hours,Gender_Male,Caste_General,Caste_OBC,Caste_SC,Coaching_Yes,Medium_English
79.96714153011233,88.99355436586002,2.563619342897635,1,1,1,0,0,1
73.61735698828815,84.24633682912769,3.656343134643741,1,0,0,0,1,1
81.47688538100692,75.59630369920174,0.9234953717888549,1,1,0,0,1,0
90.23029856408026,68.53063222294426,4.545537975333611,0,0,1,1,1,1
72.65846625276664,81.9822331361359,5.8418652430776765,1,1,1,0,1,0
72.6586304305082,78.9348538542175,6.764125794238289,0,0,0,0,0,0
90.79212815507391,83.95193220027733,1.213089629672732,0,1,0,0,1,1
82.67434729152909,81.35171801681969,2.407492550313261,0,0,0,0,1,0
70.30525614065049,85.49552715319335,6.39522006187791,0,1,0,0,1,1
80.42560043585965,69.64764788439432,3.5437614163393683,0,1,1,1,0,1
70.36582307187538,88.17394065634326,5.767056124472712,1,0,1,0,1,1
70.34270246429743,76.975996046924,1.6675816030254518,1,0,0,0,1,1
77.41962271566034,95.75260872625265,8.344317118122465,0,0,0,0,0,0
55.86719755342202,68.10812181910433,1.57428808642817,0,0,0,0,1,1
57.75082167486967,92.3596380316525,4.46744931421237,0,1,1,0,0,0
69.37712470759027,76.97910783462648,4.535850657552244,0,0,0,0,1,1
64.87168879665576,68.48581996385552,2.9125525464337167,1,0,0,0,1,1
78.14247332595274,70.16114165945679,5.283969249214871,0,1,0,0,1,1
65.91975924478788,71.7965269180568,5.3702877039220756,1,0,0,0,1,1
60.87696298664709,79.24165946401916,5.040269842939564,0,0,0,0,0,1
89.65648768921554,80.228354880355,2.8783353829418137,1,0,0,0,1,1
72.74223699513465,69.26299996061421,2.5282137881292934,0,1,1,0,1,1
75.67528204687923,74.75645407739017,3.0788904723924873,1,1,1,0,0,0
60.75251813786544,96.42270358611864,2.304753601511636,0,1,1,0,1,1
69.55617275474818,92.27543170100711,7.422236695047592,1,0,0,0,1,1
76.10922589709867,79.36323669674032,3.2493833765166893,0,1,0,0,0,1
63.490064225776976,75.380034781682,4.392307219406745,0,0,0,0,0,0
78.75698018345672,76.20031326718261,6.380573285634554,1,0,0,0,0,1
68.99361310081196,81.13517972730416,2.229749072066296,1,0,1,0,1,1
72.08306250206724,64.77207434801595,1.526049286937188,1,0,0,0,1,0
68.98293387770603,72.42623462576655,2.3101209604277413,1,0,0,0,1,1
93.52278184508938,58.314159261224106,4.678226301930993,1,0,1,0,1,1
74.86502775262066,78.9922312260528,4.49318185531243,0,0,1,0,1,1
64.422890710441,81.4719593970274,5.034696342463073,0,0,0,0,1,1
83.22544912103189,70.16813537700627,3.7524493241453225,0,1,0,0,0,1
62.791563500289776,90.73986763290033,0.5065641139418572,1,0,0,1,1,0
77.08863595004756,62.74234336997659,3.6800176462668697,0,1,0,0,1,1
55.403298761202244,60.3562511979018,6.861337267167492,0,0,0,0,1,0
61.71813951101569,77.24451818559972,7.856158454652206,1,1,0,0,1,1
76.96861235869123,85.47098302612154,4.221119651678497,1,0,1,0,1,0
82.3846657999541,91.83927691457869,4.503050898944995,0,0,0,0,1,0
76.7136828118997,70.4111573713106,5.705855472926704,0,0,0,0,0,1
73.8435171761176,85.78680833431295,7.732931946530275,0,1,0,1,1,0
71.98896304410711,74.61491530499293,4.001293369179131,0,1,0,1,0,0
60.214780096325725,73.2737270005918,5.660767439524145,0,0,1,0,1,1
67.80155791605291,83.83659937486672,2.7973342622714275,1,0,0,0,0,0
70.39361229040213,81.52322878413419,1.6930621564942911,1,1,0,0,0,0
85.57122226218915,59.236078430157505,2.9893219733255574,1,1,0,0,0,1
78.43618289568461,89.76540349725896,8.716882024185935,0,0,1,0,1,1
57.36959844637266,88.80091354147451,5.725855866243564,1,0,0,0,0,1
78.24083969394795,68.7443729849047,1.8086618606286797,0,0,1,0,1,1
71.14917719583684,78.95803533437409,5.877361724361762,0,1,0,0,1,1
68.23077999694041,79.94030186282738,1.9070414605464572,1,0,0,0,0,1
81.11676288840867,77.60673765823907,4.99466770512932,0,1,0,1,0,1
85.30999522495951,69.4969484615458,2.1723114003789874,0,0,1,0,1,0
84.31280119116198,68.28376632061949,1.7366527776981,1,0,1,0,1,1
66.60782476777362,74.74445929008554,9.523696066352551,0,0,0,0,1,1
71.90787624148786,86.72729019259364,3.247840154938343,1,1,0,0,1,1
78.31263431403563,80.43600154594432,5.666885170099036,0,1,0,0,0,0
84.75545127122359,71.29385667913894,4.1010706207730685,1,0,0,0,0,0
70.2082576215471,82.71698710648344,2.0130975191180704,0,1,0,0,0,1
73.14341023336183,50.0,3.46576939632682,0,0,1,0,1,0
63.93665025993972,86.48765700372104,2.0252695165530574,1,0,1,0,1,1
63.037933759193294,57.60286221221901,12.0,0,0,0,0,1,1
83.12525822394198,71.37559058596868,6.246114278769356,0,0,0,0,0,1
88.56240028570824,63.803301053738565,4.0552827179328155,0,0,1,0,0,0
74.27989878419666,62.053185242790946,5.495404037517334,0,1,1,0,0,1
85.03532897892023,86.6082678737852,6.02065975677977,0,0,0,0,1,1
78.61636025047635,70.32298798688109,6.029686341945774,0,1,0,0,0,1
68.54880245394875,78.46503881730716,5.88490163234057,1,0,0,1,1,0
78.61395605508415,74.53079421120816,5.631816420727462,0,1,0,0,1,0
90.38036566465969,79.77040827223121,4.254719253575159,1,0,0,0,1,1
74.64173960890048,75.76821891060256,9.120489376494962,0,0,0,0,1,0
90.64643655814007,62.1700777581143,4.417305219646296,0,0,0,0,1,1
50.0,84.9626681944714,4.1259481659634245,1,0,0,0,1,1
83.21902504375224,70.06243416838687,4.4397994904009925,0,1,0,1,1,1
75.87047068238171,59.434181013402494,4.627811364276582,1,0,0,0,1,1
72.00992649534133,70.71884839034088,1.2204638259034066,0,1,1,0,1,0
75.91760776535503,90.00759790634311,2.2944615909274826,1,0,1,0,1,0
55.124310853991076,83.50221742113493,3.7523718450094607,1,0,0,0,1,0
72.80328112162488,71.5134786559214,1.1741201824928895,1,0,0,1,1,1
78.57112571511746,71.50742295681572,4.051379671524484,1,1,1,0,1,1
89.77894044741517,71.78364948782617,4.5921286816967495,1,1,0,0,1,0
69.81729781726352,95.76747983560841,1.6391660766509955,0,0,0,0,0,1
66.91506397106812,78.81935452231554,2.672213578122592,0,0,0,0,0,1
69.98242956415463,79.3004164719107,8.032300524384318,1,0,0,0,1,1
84.15402117702074,85.30283454031843,5.527469172979193,0,1,0,0,1,0
78.28751109659684,77.38789159026514,5.348708892440396,0,1,1,0,1,0
69.70239796232961,72.40957854179297,7.493176211594254,1,0,0,0,1,0
80.13267433113356,73.03650150915021,2.324420322926391,0,0,0,0,1,1
75.9707754934804,74.28398740585936,1.6426645105520252,1,0,1,0,1,0
84.68644990532889,74.62777763490159,6.938624823401838,1,1,0,0,0,1
67.97946906122648,82.2762954363698,3.816828120216611,1,0,0,0,1,1
71.72337853402232,75.519458858073,2.283241427496183,1,1,0,0,1,1
71.07891846867842,82.3264007721558,1.2129777791120322,0,0,0,1,0,1
60.364850518678814,74.19283419891417,4.469799195176,0,1,0,0,1,0
77.96120277064576,75.7863519031609,3.5523252586771816,0,1,0,1,1,1
77.6105527217989,55.01799315467892,3.1867709998207414,0,1,0,1,0,1
75.05113456642461,84.16327674702481,0.6600899744744543,1,1,0,0,0,1
72.65412866624852,78.46488475897992,9.054509517118126,1,1,0,0,1,1
60.84629257949586,84.98010109859652,1.4276308655317733,0,0,0,0,1,1
70.79354677234642,50.0,3.3817445579450136,0,0,0,0,0,0
71.57285483473231,95.88374704780728,3.038004932154868,1,0,0,0,0,0
66.9772273077838,73.60410371844826,5.6217885353134065,0,1,0,0,1,0
73.3871428833399,86.08182816737516,1.2235522576150415,1,0,1,0,1,1
79.04050856814538,64.60094072874469,5.242247573157965,0,1,0,0,1,0
93.8618590121053,81.12773905062569,4.482909793703097,1,1,0,0,0,1
76.74577812831839,64.46584436826343,2.587722445837147,1,0,1,0,1,1
77.57550390722764,68.76231039304194,5.136524308728756,1,0,0,0,1,1
74.25554084233833,94.14031353866787,4.047085841902108,1,0,0,0,0,1
55.812287847009586,73.09317599236654,10.247418220998858,0,0,1,0,1,1
74.73486124550783,77.17432873179723,3.550368555402571,0,0,1,0,1,0
75.60230209941027,83.70067730688754,2.0848387999510467,1,0,0,1,1,0
99.63242112485287,79.95681887972604,5.272324836963438,0,1,0,0,1,1
73.07639035218878,76.50418905143576,3.281126429656008,1,1,0,0,0,0
78.01547342333612,78.64961002466225,3.998264555893746,1,0,1,0,1,0
74.65288230294756,99.03415585238275,1.6523871267120982,1,0,0,0,1,1
63.31321962380468,74.42381202966415,5.670989105721587,1,0,0,0,1,0
86.4282281451502,77.01099046714967,2.955573310206079,1,1,1,1,0,1
82.51933032686775,85.50654396007612,4.687251040589825,1,1,0,0,1,1
82.91031947043047,86.05525932957984,11.662603195011616,0,0,1,1,0,1
65.9061254520526,86.8703030556038,3.4249111028084,0,0,0,0,1,1
89.02794310936099,81.38730222029184,6.113823062101772,0,1,0,0,0,1
60.98148937207719,63.569950872695166,3.5723118626649173,1,1,0,0,1,0
80.8685709380027,91.33431532301096,2.610894151897691,0,0,1,1,0,0
96.90455625809979,63.53654606981312,8.18792147642779,1,1,0,0,0,1
65.09463674869312,78.02635465239034,0.9486796366810688,0,0,0,0,1,1
69.33702270397228,67.45724149980641,7.01022969660344,1,0,0,0,1,1
75.99651365087641,74.35861653407008,0.8547634375395534,0,1,1,0,1,1
69.965243458838,78.2876241030348,6.6089671521535625,1,1,1,0,1,0
59.493365689338674,78.21357215450273,4.035063692418634,1,0,0,1,0,1
75.68562974806028,79.21920754235285,2.088802524324898,0,1,0,0,1,1
64.37696286273895,91.13711269058646,3.0835137467646674,0,0,1,0,1,1
