Class_X_Percentage,Class_XII_Percentage,Study_Hours,Gender_Male,Caste_General,Caste_OBC,Caste_SC,Coaching_Yes,Medium_English
61.57285483473231,85.88374704780728,1.0380049321548679,1,0,0,0,0,0
65.74094780419775,67.825799504883,0.3948181748232642,1,0,0,0,0,0
67.029230208513,63.65691258529452,0.41791594809429444,0,1,0,0,1,1
79.41273289066116,75.9131012059427,0.0,0,0,0,0,1,1
83.8618590121053,71.12773905062569,2.4829097937030973,1,1,0,0,0,1
80.38036566465968,69.77040827223121,2.254719253575159,1,0,0,0,1,1
59.772769794809605,68.50630099273559,4.039190099744636,1,0,0,1,0,1
79.65648768921554,70.228354880355,0.8783353829418137,1,0,0,0,1,1
89.45751979616828,63.19520086409375,2.648142542462434,0,0,0,0,1,0
55.906125452052606,76.8703030556038,1.4249111028083998,0,0,0,0,1,1
71.14166700043425,81.69904504351406,0.6881303110379284,0,0,0,0,1,1
61.84730755359655,62.05050321707972,1.8820061716109202,1,1,1,0,1,1
64.87753227153085,80.30750832343698,0.690339061669893,1,0,1,1,1,1
59.463506946528184,77.89752754082745,7.179466190871215,0,1,1,0,1,1
68.28751109659684,67.38789159026514,3.3487088924403956,0,1,1,0,1,0
79.51143607795042,51.28098857068643,2.9190460483870053,1,1,0,1,1,1
62.654128666248525,68.46488475897992,7.054509517118126,1,1,0,0,1,1
57.01702755461547,62.850789697112646,8.788759106268246,0,1,1,0,0,1
59.56575228866235,58.921780129055676,4.6357099653370515,0,0,0,1,0,0
49.493365689338674,68.21357215450273,2.0350636924186336,1,0,0,1,0,1
59.531410587596085,63.81931473008922,0.09138166330967268,1,0,0,0,0,0
70.47097381170038,75.85895565831578,0.0,1,1,0,0,1,1
83.12448557996927,70.51485376040468,6.8686340803172765,1,0,0,0,1,1
59.9305682462887,76.90646274786342,6.730701900399396,0,1,1,0,0,0
79.79944138890026,90.0,0.0,0,0,0,0,1,0
77.7767682189851,86.65002344901085,8.024913693592913,1,1,0,0,1,1
61.90827876531361,49.158640569945106,2.4449091219593786,0,0,0,0,0,1
66.50393786476208,67.99292580406492,6.21808633351775,1,1,0,0,0,1
73.56398794323472,51.65974505081795,0.0,0,1,1,0,1,0
76.17295831588127,78.74438093170818,1.7084094153531648,1,1,0,0,1,0
66.9905969557347,88.19329539981696,2.8921073540535582,0,0,0,0,0,0
55.25318329772679,40.005942851264265,3.241919698506501,1,0,1,0,0,1
53.02122107411152,71.73181351269959,1.3656930802749767,1,0,1,0,0,0
73.13509636000639,70.57810306351863,1.452383345253387,1,1,0,0,1,1
62.74223699513465,59.26299996061421,0.5282137881292934,0,1,1,0,1,1
86.22156197012632,45.062643574285445,2.6155429357780413,1,0,0,0,0,1
57.44617067646678,70.01094169939846,0.048117064162694234,1,0,1,0,1,1
56.67644426895771,78.92465300064329,1.92144884889339,1,0,1,0,0,1
67.89774856896413,64.78632705651565,5.1207036338665235,0,0,0,0,1,1
81.44967713501283,57.151016869177596,3.0866803021895546,0,0,0,0,1,0
68.31263431403563,70.43600154594432,3.666885170099036,0,1,0,0,0,0
67.70456825779839,53.58310885866495,0.98470269431765,1,0,1,0,1,0
53.70948228782771,64.75804393609084,2.469719789613414,1,1,1,0,1,1
62.50963960443622,71.4828043384386,1.2924071675324247,1,0,1,0,0,1
63.15097863557011,66.79581781939598,4.570733890290843,0,1,0,0,1,0
